trip_id,vehicle_id,start_parking_O,destination_I,start_time,end_time,n_trace_points
1925,192,142,483,262,278,17
1926,192,109,139,308,331,24
1927,192,33,291,361,371,11
1928,192,60,153,401,425,25
1929,192,29,521,455,498,44
1930,193,50,545,0,28,29
1931,193,115,598,58,67,10
1932,193,101,434,97,102,6
1933,193,76,422,132,152,21
1934,193,94,655,182,195,14
1935,193,133,487,225,229,5
1936,193,128,484,259,274,16
1937,193,102,359,304,307,4
1938,193,85,263,337,352,16
1939,193,50,716,382,417,36
1940,194,103,220,0,25,26
1941,194,53,306,55,74,20
1942,194,72,594,104,120,17
1943,194,132,698,150,161,12
1944,194,143,565,191,206,16
1945,194,107,156,236,259,24
1946,194,26,354,289,299,11
1947,194,74,398,329,347,19
1948,194,115,327,377,390,14
1949,194,85,54,420,432,13
1950,195,113,416,0,16,17
1951,195,91,526,46,71,26
1952,195,63,487,101,121,21
1953,195,104,391,151,159,9
1954,195,78,606,189,201,13
1955,195,135,383,231,252,22
1956,195,85,436,282,286,5
1957,195,74,552,316,323,8
1958,195,102,218,353,378,26
1959,195,55,220,408,412,5
1960,196,136,53,0,33,34
1961,196,44,553,63,82,20
1962,196,119,653,112,116,5
1963,196,128,131,146,176,31
1964,196,14,61,206,216,11
1965,196,3,429,246,272,27
1966,196,90,11,302,323,22
1967,196,32,510,353,370,18
1968,196,120,561,400,420,21
1969,196,125,304,450,471,22
1970,197,126,445,0,23,24
1971,197,92,338,53,56,4
1972,197,80,600,86,102,17
1973,197,120,246,132,157,26
1974,197,54,630,187,238,52
1975,197,133,145,268,292,25
1976,197,28,179,322,373,52
1977,197,31,607,403,440,38
1978,197,133,397,470,483,14
1979,197,88,575,513,529,17
1980,198,129,663,0,11,12
1981,198,144,246,41,83,43
1982,198,49,400,113,116,4
1983,198,56,418,146,177,32
1984,198,88,659,207,218,12
1985,198,148,570,248,268,21
1986,198,132,447,298,320,23
1987,198,92,152,350,382,33
1988,198,38,30,412,434,23
1989,198,11,264,464,485,22
1990,199,33,309,0,9,10
1991,199,59,476,39,65,27
1992,199,115,148,95,139,45
1993,199,36,548,169,205,37
1994,199,117,387,235,246,12
1995,199,77,292,276,290,15
1996,199,51,148,320,331,12
1997,199,36,387,361,378,18
1998,199,59,83,408,423,16
1999,199,11,726,453,487,35
2000,200,121,700,0,12,13
2001,200,146,313,42,59,18
2002,200,92,42,89,109,21
2003,200,5,467,139,154,16
2004,200,79,166,184,204,21
2005,200,42,371,234,249,16
2006,200,81,429,279,302,24
2007,200,62,511,332,342,11
2008,200,85,276,372,386,15
2009,200,54,242,416,441,26
2010,201,74,83,0,17,18
2011,201,11,508,47,68,22
2012,201,103,319,98,135,38
2013,201,95,338,165,178,14
2014,201,75,312,208,211,4
2015,201,67,309,241,247,7
2016,201,59,201,277,292,16
2017,201,38,87,322,336,15
2018,201,2,620,366,394,29
2019,201,132,226,424,441,18
2020,202,134,594,0,15,16
2021,202,132,623,45,58,14
2022,202,127,210,88,106,19
2023,202,41,703,136,169,34
2024,202,146,391,199,214,16
2025,202,82,113,244,259,16
2026,202,27,396,289,315,27
2027,202,95,463,345,366,22
2028,202,77,487,396,409,14
2029,202,128,322,439,466,28
2030,203,68,546,0,30,31
2031,203,115,406,60,76,17
2032,203,74,611,106,136,31
2033,203,130,281,166,198,33
2034,203,58,558,228,250,23
2035,203,123,292,280,292,13
2036,203,69,155,322,349,28
2037,203,25,725,379,406,28
2038,203,151,118,436,472,37
2039,203,16,261,502,513,12
2040,204,103,113,0,17,18
2041,204,32,493,47,69,23
2042,204,92,284,99,114,16
2043,204,73,343,144,158,15
2044,204,80,382,188,206,19
2045,204,85,74,236,270,35
2046,204,18,417,300,320,21
2047,204,82,416,350,350,1
2048,204,82,626,380,418,39
2049,204,128,404,448,463,16
2050,205,40,47,0,17,18
2051,205,22,264,47,57,11
2052,205,52,418,87,100,14
2053,205,75,330,130,139,10
2054,205,73,421,169,186,18
2055,205,88,587,216,224,9
2056,205,125,704,254,267,14
2057,205,147,150,297,332,36
2058,205,36,722,362,410,49
2059,205,138,657,440,461,22
2060,206,67,141,0,16,17
2061,206,15,711,46,82,37
2062,206,144,722,112,138,27
2063,206,153,304,168,193,26
2064,206,58,667,223,247,25
2065,206,142,478,277,301,25
2066,206,89,364,331,359,29
2067,206,75,69,389,413,25
2068,206,5,605,443,470,28
2069,206,133,261,500,517,18
2070,207,26,612,0,28,29
2071,207,131,683,58,78,21
2072,207,122,410,108,117,10
2073,207,86,258,147,159,13
2074,207,41,178,189,203,15
2075,207,20,456,233,250,18
2076,207,89,279,280,286,7
2077,207,76,512,316,334,19
2078,207,98,521,364,375,12
2079,207,113,288,405,426,22
2080,208,8,171,0,15,16
2081,208,18,39,45,62,18
2082,208,3,232,92,102,11
2083,208,31,503,132,149,18
2084,208,89,676,179,200,22
2085,208,143,230,230,268,39
2086,208,39,304,298,303,6
2087,208,58,190,333,354,22
2088,208,28,331,384,398,15
2089,208,59,310,428,430,3
2090,209,72,288,0,9,10
2091,209,67,417,39,43,5
2092,209,79,262,73,87,15
2093,209,50,374,117,154,38
2094,209,89,344,184,222,39
2095,209,53,360,252,269,18
2096,209,73,345,299,320,22
2097,209,95,723,350,398,49
2098,209,151,672,428,428,1
2099,209,151,61,458,494,37
2100,210,59,733,0,19,20
2101,210,147,367,49,67,19
2102,210,80,632,97,107,11
2103,210,135,331,137,158,22
2104,210,59,295,188,201,14
2105,210,53,672,231,274,44
2106,210,118,722,304,316,13
2107,210,153,270,346,395,50
2108,210,43,708,425,456,32
2109,210,148,162,486,518,33
2110,211,60,40,0,14,15
2111,211,7,359,44,65,22
2112,211,73,509,95,111,17
2113,211,103,246,141,162,22
2114,211,49,499,192,221,30
2115,211,91,642,251,286,36
2116,211,132,511,316,330,15
2117,211,104,325,360,380,21
2118,211,70,478,410,416,7
2119,211,89,90,446,470,25
2120,212,101,327,0,5,6
2121,212,76,418,35,48,14
2122,212,82,416,78,79,2
2123,212,78,241,109,123,15
2124,212,46,294,153,157,5
2125,212,61,699,187,225,39
2126,212,150,351,255,275,21
2127,212,71,264,305,322,18
2128,212,51,411,352,372,21
2129,212,72,187,402,418,17
2130,213,20,341,0,41,42
2131,213,53,495,71,80,10
2132,213,84,668,110,142,33
2133,213,150,698,172,179,8
2134,213,151,550,209,218,10
2135,213,102,95,248,277,30
2136,213,16,538,307,342,36
2137,213,105,581,372,381,10
2138,213,123,367,411,422,12
2139,213,91,240,452,467,16
2140,214,32,345,0,19,20
2141,214,80,437,49,62,14
2142,214,86,731,92,102,11
2143,214,143,437,132,138,7
2144,214,120,59,168,186,19
2145,214,39,8,216,225,10
2146,214,3,653,255,286,32
2147,214,147,647,316,331,16
2148,214,150,305,361,382,22
2149,214,74,672,412,435,24
2150,215,51,329,0,11,12
2151,215,58,488,41,57,17
2152,215,98,154,87,113,27
2153,215,38,672,143,161,19
2154,215,108,606,191,217,27
2155,215,136,696,247,274,28
2156,215,138,442,304,329,26
2157,215,82,140,359,374,16
2158,215,15,465,404,434,31
2159,215,104,184,464,492,29
2160,216,143,405,0,12,13
2161,216,85,315,42,63,22
2162,216,55,63,93,106,14
2163,216,4,622,136,160,25
2164,216,77,535,190,202,13
2165,216,98,609,232,242,11
2166,216,113,586,272,278,7
2167,216,124,418,308,318,11
2168,216,79,586,348,363,16
2169,216,144,182,393,435,43
2170,217,139,72,0,27,28
2171,217,16,562,57,93,37
2172,217,136,549,123,151,29
2173,217,117,101,181,205,25
2174,217,13,22,235,266,32
2175,217,12,425,296,342,47
2176,217,99,113,372,407,36
2177,217,15,141,437,447,11
2178,217,34,209,477,486,10
2179,217,41,692,516,550,35
2180,218,16,339,0,11,12
2181,218,61,338,41,46,6
2182,218,80,436,76,80,5
2183,218,93,561,110,122,13
2184,218,93,414,152,160,9
2185,218,79,396,190,194,5
2186,218,87,738,224,237,14
2187,218,149,368,267,285,19
2188,218,80,445,315,320,6
2189,218,82,371,350,357,8
2190,219,111,540,0,6,7
2191,219,112,561,36,44,9
2192,219,144,261,74,99,26
2193,219,66,552,129,153,25
2194,219,118,14,183,220,38
2195,219,5,335,250,263,14
2196,219,67,444,293,297,5
2197,219,79,177,327,353,27
2198,219,30,628,383,414,32
2199,219,133,149,444,476,33
2200,220,139,393,0,19,20
2201,220,80,179,49,73,25
2202,220,26,305,103,110,8
2203,220,58,183,140,151,12
2204,220,33,44,181,193,13
2205,220,8,226,223,268,46
2206,220,44,627,298,324,27
2207,220,133,569,354,378,25
2208,220,102,548,408,412,5
2209,220,117,186,442,480,39
2210,221,113,358,0,26,27
2211,221,86,284,56,69,14
2212,221,58,538,99,122,24
2213,221,91,592,152,162,11
2214,221,129,218,192,209,18
2215,221,69,652,239,269,31
2216,221,146,449,299,321,23
2217,221,95,566,351,383,33
2218,221,138,242,413,455,43
2219,221,55,38,485,508,24
2220,222,32,451,0,27,28
2221,222,99,597,57,75,19
2222,222,128,194,105,134,30
2223,222,48,670,164,212,49
2224,222,145,492,242,274,33
2225,222,82,278,304,326,23
2226,222,63,63,356,382,27
2227,222,27,219,412,420,9
2228,222,35,258,450,461,12
2229,222,41,308,491,497,7
2230,223,34,557,0,17,18
2231,223,123,220,47,91,45
2232,223,48,506,121,158,38
2233,223,100,488,188,210,23
2234,223,104,162,240,258,19
2235,223,27,571,288,313,26
2236,223,118,713,343,368,26
2237,223,144,675,398,408,11
2238,223,146,214,438,461,24
2239,223,51,556,491,510,20
2240,224,76,679,0,20,21
2241,224,152,507,50,64,15
2242,224,109,287,94,113,20
2243,224,67,647,143,184,42
2244,224,143,346,214,231,18
2245,224,74,203,261,267,7
2246,224,44,81,297,306,10
2247,224,14,483,336,356,21
2248,224,102,505,386,395,10
2249,224,96,448,425,446,22
2250,225,4,504,0,34,35
2251,225,96,732,64,84,21
2252,225,147,528,114,137,24
2253,225,116,207,167,189,23
2254,225,39,604,219,241,23
2255,225,129,13,271,297,27
2256,225,7,510,327,352,26
2257,225,97,569,382,403,22
2258,225,132,13,433,470,38
2259,225,7,467,500,522,23
2260,226,110,308,0,10,11
2261,226,73,329,40,41,2
2262,226,72,323,71,79,9
2263,226,63,535,109,133,25
2264,226,122,183,163,184,22
2265,226,42,602,214,232,19
2266,226,128,373,262,278,17
2267,226,84,97,308,322,15
2268,226,22,332,352,374,23
2269,226,73,736,404,428,25
2270,227,4,443,0,15,16
2271,227,78,199,45,65,21
2272,227,62,290,95,122,28
2273,227,60,323,152,163,12
2274,227,72,410,193,199,7
2275,227,76,300,229,260,32
2276,227,54,285,290,304,15
2277,227,59,546,334,359,26
2278,227,115,488,389,407,19
2279,227,104,519,437,455,19
2280,228,40,215,0,12,13
2281,228,46,263,42,58,17
2282,228,45,552,88,108,21
2283,228,102,323,138,156,19
2284,228,56,405,186,195,10
2285,228,89,379,225,230,6
2286,228,70,79,260,273,14
2287,228,13,238,303,331,29
2288,228,52,501,361,394,34
2289,228,115,427,424,427,4
2290,229,111,383,0,8,9
2291,229,97,411,38,42,5
2292,229,86,488,72,84,13
2293,229,104,511,114,115,2
2294,229,111,100,145,181,37
2295,229,0,323,211,226,16
2296,229,63,628,256,281,26
2297,229,133,708,311,319,9
2298,229,154,390,349,364,16
2299,229,78,1,394,425,32
2300,230,103,572,0,5,6
2301,230,108,183,35,54,20
2302,230,41,504,84,115,32
2303,230,89,651,145,160,16
2304,230,128,285,190,207,18
2305,230,58,52,237,259,23
2306,230,10,409,289,311,23
2307,230,77,489,341,353,13
2308,230,105,511,383,388,6
2309,230,121,162,418,436,19
2310,231,68,632,0,14,15
2311,231,135,464,44,61,18
2312,231,86,103,91,117,27
2313,231,10,662,147,196,50
2314,231,130,197,226,267,42
2315,231,38,661,297,339,43
2316,231,149,310,369,390,22
2317,231,67,617,420,445,26
2318,231,132,92,475,499,25
2319,231,50,470,529,540,12
2320,232,79,565,0,30,31
2321,232,131,635,60,89,30
2322,232,149,97,119,142,24
2323,232,22,26,172,199,28
2324,232,1,215,229,259,31
2325,232,46,275,289,314,26
2326,232,49,231,344,354,11
2327,232,58,265,384,395,12
2328,232,60,630,425,440,16
2329,232,134,386,470,489,20
2330,233,153,728,0,12,13
2331,233,143,324,42,60,19
2332,233,71,270,90,117,28
2333,233,55,433,147,164,18
2334,233,77,179,194,204,11
2335,233,44,734,234,262,29
2336,233,147,676,292,298,7
2337,233,143,581,328,341,14
2338,233,123,58,371,403,33
2339,233,11,421,433,472,40
2340,234,132,278,0,18,19
2341,234,56,361,48,62,15
2342,234,66,512,92,101,10
2343,234,104,226,131,148,18
2344,234,71,297,178,229,52
2345,234,48,312,259,272,14
2346,234,67,387,302,305,4
2347,234,78,233,335,352,18
2348,234,40,330,382,388,7
2349,234,72,573,418,428,11
2350,235,67,485,0,18,19
2351,235,97,437,48,53,6
2352,235,85,692,83,102,20
2353,235,153,477,132,141,10
2354,235,107,229,171,194,24
2355,235,39,699,224,246,23
2356,235,151,288,276,302,27
2357,235,67,536,332,346,15
2358,235,105,66,376,411,36
2359,235,15,20,441,462,22
2360,236,18,627,0,31,32
2361,236,121,449,61,74,14
2362,236,87,269,104,112,9
2363,236,55,258,142,156,15
2364,236,72,415,186,206,21
2365,236,78,285,236,247,12
2366,236,50,338,277,284,8
2367,236,67,597,314,331,18
2368,236,119,433,361,368,8
2369,236,101,47,398,432,35
2370,237,39,287,0,19,20
2371,237,65,174,49,66,18
2372,237,13,44,96,119,24
2373,237,8,165,149,162,14
2374,237,45,385,192,202,11
2375,237,72,625,232,250,19
2376,237,139,271,280,310,31
2377,237,53,278,340,368,29
2378,237,63,262,398,414,17
2379,237,45,621,444,464,21
2380,238,46,303,0,21,22
2381,238,64,531,51,67,17
2382,238,119,279,97,122,26
2383,238,71,473,152,181,30
2384,238,95,349,211,240,30
2385,238,70,678,270,296,27
2386,238,146,182,326,349,24
2387,238,41,298,379,392,14
2388,238,49,246,422,424,3
2389,238,54,499,454,496,43
2390,239,118,418,0,29,30
2391,239,78,294,59,71,13
2392,239,53,162,101,116,16
2393,239,41,516,146,176,31
2394,239,154,82,206,253,48
2395,239,23,84,283,292,10
2396,239,20,508,322,339,18
2397,239,102,552,369,386,18
2398,239,118,620,416,424,9
2399,239,127,479,454,471,18
2400,240,41,337,0,18,19
2401,240,68,326,48,60,13
2402,240,65,605,90,113,24
2403,240,134,204,143,166,24
2404,240,65,243,196,218,23
2405,240,47,247,248,267,20
2406,240,31,363,297,318,22
2407,240,104,418,348,356,9
2408,240,78,648,386,405,20
2409,240,143,417,435,448,14
2410,241,94,232,0,24,25
2411,241,40,656,54,100,47
2412,241,129,441,130,132,3
2413,241,111,344,162,177,16
2414,241,69,532,207,227,21
2415,241,119,238,257,278,22
2416,241,52,483,308,327,20
2417,241,97,653,357,370,14
2418,241,146,90,400,426,27
2419,241,15,397,456,473,18
2420,242,48,683,0,29,30
2421,242,154,568,59,81,23
2422,242,126,240,111,142,32
2423,242,55,8,172,194,23
2424,242,2,404,224,254,31
2425,242,108,7,284,308,25
2426,242,2,508,338,366,29
2427,242,102,242,396,420,25
2428,242,61,401,450,471,22
2429,242,62,574,501,517,17
2430,243,40,322,0,13,14
2431,243,62,455,43,45,3
2432,243,70,107,75,87,13
2433,243,20,575,117,140,24
2434,243,119,411,170,175,6
2435,243,86,149,205,231,27
2436,243,22,242,261,268,8
2437,243,43,30,298,318,21
2438,243,11,477,348,368,21
2439,243,89,603,398,417,20
2440,244,27,106,0,10,11
2441,244,20,685,40,82,43
2442,244,148,240,112,129,18
2443,244,55,246,159,180,22
2444,244,54,522,210,261,52
2445,244,95,155,291,327,37
2446,244,30,412,357,390,34
2447,244,78,331,420,433,14
2448,244,59,216,463,474,12
2449,244,46,285,504,520,17
2450,245,14,356,0,17,18
2451,245,77,225,47,56,10
2452,245,63,77,86,99,14
2453,245,10,326,129,146,18
2454,245,58,621,176,193,18
2455,245,143,3,223,252,30
2456,245,14,400,282,304,23
2457,245,89,81,334,361,28
2458,245,13,443,391,423,33
2459,245,78,527,453,476,24
2460,246,95,411,0,21,22
2461,246,85,559,51,77,27
2462,246,125,710,107,120,14
2463,246,154,710,150,172,23
2464,246,154,305,202,227,26
2465,246,72,412,257,262,6
2466,246,86,551,292,299,8
2467,246,109,571,329,333,5
2468,246,118,174,363,383,21
2469,246,38,10,413,429,17
2470,247,44,460,0,6,7
2471,247,74,265,36,42,7
2472,247,73,17,72,97,26
2473,247,5,41,127,128,2
2474,247,4,500,158,185,28
2475,247,95,622,215,240,26
2476,247,143,367,270,293,24
2477,247,81,55,323,357,35
2478,247,11,69,387,400,14
2479,247,4,338,430,443,14
2480,248,45,98,0,13,14
2481,248,22,729,43,76,34
2482,248,146,14,106,139,34
2483,248,5,139,169,183,15
2484,248,27,211,213,222,10
2485,248,42,335,252,263,12
2486,248,78,144,293,303,11
2487,248,34,129,333,349,17
2488,248,30,198,379,389,11
2489,248,49,435,419,434,16
2490,249,146,366,0,18,19
2491,249,75,533,48,62,15
2492,249,121,464,92,92,1
2493,249,121,396,122,137,16
2494,249,84,151,167,202,36
2495,249,23,154,232,239,8
2496,249,30,688,269,313,45
2497,249,149,287,343,371,29
2498,249,72,674,401,425,25
2499,249,119,246,455,478,24
2500,250,102,645,0,1,2
2501,250,101,540,31,46,16
2502,250,123,588,76,89,14
2503,250,136,117,119,147,29
2504,250,4,585,177,213,37
2505,250,124,440,243,252,10
2506,250,104,5,282,315,34
2507,250,10,496,345,383,39
2508,250,93,533,413,430,18
2509,250,109,327,460,463,4
2510,251,70,358,0,10,11
2511,251,77,325,40,49,10
2512,251,70,743,79,118,40
2513,251,149,648,148,179,32
2514,251,151,220,209,242,34
2515,251,46,286,272,280,9
2516,251,50,125,310,325,16
2517,251,22,448,355,378,24
2518,251,88,205,408,433,26
2519,251,44,632,463,502,40
2520,252,104,136,0,21,22
2521,252,31,312,51,71,21
2522,252,79,109,101,121,21
2523,252,31,501,151,176,26
2524,252,99,732,206,229,24
2525,252,146,545,259,282,24
2526,252,99,174,312,327,16
2527,252,23,270,357,387,31
2528,252,61,261,417,426,10
2529,252,66,631,456,478,23
2530,253,52,74,0,17,18
2531,253,18,386,47,71,25
2532,253,73,288,101,108,8
2533,253,50,561,138,148,11
2534,253,69,632,178,191,14
2535,253,135,496,221,235,15
2536,253,88,238,265,286,22
2537,253,52,701,316,351,36
2538,253,152,612,381,400,20
2539,253,131,437,430,445,16
2540,254,144,470,0,11,12
2541,254,91,483,41,55,15
2542,254,85,432,85,99,15
2543,254,101,382,129,134,6
2544,254,76,677,164,204,41
2545,254,151,667,234,242,9
2546,254,145,680,272,289,18
2547,254,146,596,319,332,14
2548,254,127,390,362,379,18
2549,254,78,528,409,429,21
2550,255,17,335,0,13,14
2551,255,67,466,43,58,16
2552,255,129,113,88,117,30
2553,255,32,288,147,154,8
2554,255,59,490,184,195,12
2555,255,98,551,225,232,8
2556,255,120,66,262,285,24
2557,255,15,505,315,343,29
2558,255,89,356,373,386,14
2559,255,73,663,416,444,29
2560,256,45,465,0,14,15
2561,256,98,403,44,57,14
2562,256,90,455,87,88,2
2563,256,89,177,118,130,13
2564,256,38,671,160,180,21
2565,256,132,187,210,241,32
2566,256,52,389,271,279,9
2567,256,78,356,309,318,10
2568,256,77,302,348,358,11
2569,256,63,157,388,399,12
2570,257,103,215,0,23,24
2571,257,34,681,53,77,25
2572,257,154,730,107,113,7
2573,257,147,723,143,159,17
2574,257,153,116,189,225,37
2575,257,42,360,255,264,10
2576,257,59,83,294,312,19
2577,257,14,304,342,354,13
2578,257,65,308,384,391,8
2579,257,66,44,421,437,17
2580,258,4,166,0,19,20
2581,258,27,729,49,91,43
2582,258,152,336,121,141,21
2583,258,75,739,171,186,16
2584,258,154,414,216,246,31
2585,258,77,38,276,314,39
2586,258,16,577,344,372,29
2587,258,121,533,402,403,2
2588,258,120,206,433,451,19
2589,258,39,414,481,499,19
2590,259,90,565,0,6,7
2591,259,126,433,36,42,7
2592,259,101,74,72,106,35
2593,259,22,433,136,166,31
2594,259,85,675,196,212,17
2595,259,151,705,242,249,8
2596,259,146,131,279,313,35
2597,259,14,353,343,354,12
2598,259,64,654,384,409,26
2599,259,147,663,439,452,14
2600,260,71,649,0,18,19
2601,260,143,276,48,72,25
2602,260,56,331,102,108,7
2603,260,71,647,138,160,23
2604,260,143,405,190,205,16
2605,260,76,507,235,251,17
2606,260,108,136,281,305,25
2607,260,27,274,335,360,26
2608,260,56,620,390,406,17
2609,260,118,441,436,454,19
2610,261,55,232,0,13,14
2611,261,73,171,43,67,25
2612,261,18,368,97,108,12
2613,261,61,267,138,140,3
2614,261,69,441,170,192,23
2615,261,68,661,222,241,20
2616,261,144,305,271,301,31
2617,261,65,191,331,360,30
2618,261,28,519,390,403,14
2619,261,88,328,433,461,29
2620,262,79,407,0,17,18
2621,262,76,462,47,56,10
2622,262,103,243,86,124,39
2623,262,53,299,154,179,26
2624,262,62,136,209,224,16
2625,262,32,649,254,275,22
2626,262,143,535,305,316,12
2627,262,111,503,346,356,11
2628,262,101,480,386,391,6
2629,262,89,691,421,450,30
2630,263,34,680,0,29,30
2631,263,133,735,59,67,9
2632,263,154,572,97,116,20
2633,263,132,625,146,155,10
2634,263,120,599,185,187,3
2635,263,128,195,217,260,44
2636,263,47,519,290,306,17
2637,263,137,656,336,349,14
2638,263,148,256,379,410,32
2639,263,40,432,440,453,14
2640,264,116,439,0,11,12
2641,264,97,514,41,49,9
2642,264,105,308,79,91,13
2643,264,59,498,121,136,16
2644,264,88,347,166,204,39
2645,264,6,285,234,250,17
2646,264,40,12,280,288,9
2647,264,3,31,318,328,11
2648,264,39,410,358,365,8
2649,264,65,125,395,420,26
2650,265,62,346,0,19,20
2651,265,37,601,49,83,35
2652,265,146,489,113,122,10
2653,265,104,548,152,166,15
2654,265,89,114,196,209,14
2655,265,73,418,239,248,10
2656,265,75,694,278,309,32
2657,265,150,351,339,342,4
2658,265,138,224,372,401,30
2659,265,38,655,431,464,34
2660,266,72,331,0,26,27
2661,266,50,734,56,79,24
2662,266,133,374,109,133,25
2663,266,70,379,163,163,1
2664,266,70,514,193,210,18
2665,266,78,432,240,262,23
2666,266,90,112,292,334,43
2667,266,33,459,364,386,23
2668,266,90,381,416,424,9
2669,266,77,327,454,458,5
2670,267,96,321,0,12,13
2671,267,54,721,42,63,22
2672,267,153,84,93,128,36
2673,267,11,737,158,205,48
2674,267,154,85,235,265,31
2675,267,41,640,295,330,36
2676,267,138,409,360,383,24
2677,267,77,2,413,437,25
2678,267,0,538,467,510,44
2679,267,134,464,540,544,5
2680,268,3,476,0,34,35
2681,268,99,492,64,90,27
2682,268,79,534,120,133,14
2683,268,121,646,163,180,18
2684,268,152,422,210,234,25
2685,268,95,311,264,276,13
2686,268,78,110,306,323,18
2687,268,39,407,353,365,13
2688,268,85,55,395,418,24
2689,268,10,430,448,470,23
2690,269,12,213,0,14,15
2691,269,52,70,44,61,18
2692,269,21,40,91,120,30
2693,269,3,519,150,181,32
2694,269,112,388,211,229,19
2695,269,73,344,259,270,12
2696,269,69,250,300,325,26
2697,269,54,22,355,387,33
2698,269,18,164,417,423,7
2699,269,28,188,453,453,1
2700,270,108,118,0,24,25
2701,270,27,652,54,74,21
2702,270,139,97,104,132,29
2703,270,21,451,162,205,44
2704,270,107,162,235,260,26
2705,270,41,650,290,325,36
2706,270,152,312,355,384,30
2707,270,67,666,414,452,39
2708,270,150,378,482,498,17
2709,270,85,729,528,546,19
2710,271,87,390,0,5,6
2711,271,75,309,35,44,10
2712,271,59,495,74,96,23
2713,271,112,460,126,147,22
2714,271,72,212,177,186,10
2715,271,67,301,216,237,22
2716,271,62,374,267,268,2
2717,271,63,489,298,324,27
2718,271,111,84,354,375,22
2719,271,39,323,405,417,13
2720,272,136,469,0,9,10
2721,272,81,325,39,66,28
2722,272,70,689,96,132,37
2723,272,141,495,162,172,11
2724,272,94,417,202,205,4
2725,272,91,386,235,258,24
2726,272,72,101,288,311,24
2727,272,6,686,341,396,56
2728,272,148,509,426,453,28
2729,272,76,500,483,507,25
2730,273,55,326,0,14,15
2731,273,58,391,44,62,19
2732,273,78,185,92,115,24
2733,273,42,390,145,146,2
2734,273,45,480,176,200,25
2735,273,117,443,230,255,26
2736,273,79,68,285,289,5
2737,273,67,264,319,326,8
2738,273,50,502,356,384,29
2739,273,138,105,414,435,22
2740,274,78,420,0,5,6
2741,274,84,447,35,36,2
2742,274,83,50,66,101,36
2743,274,10,519,131,174,44
2744,274,95,262,204,226,23
2745,274,45,606,256,275,20
2746,274,134,352,305,326,22
2747,274,89,466,356,371,16
2748,274,105,233,401,425,25
2749,274,59,468,455,476,22
2750,275,96,407,0,10,11
2751,275,85,340,40,61,22
2752,275,55,567,91,125,35
2753,275,115,518,155,184,30
2754,275,123,259,214,240,27
2755,275,40,0,270,287,18
2756,275,0,429,317,331,15
2757,275,62,160,361,376,16
2758,275,32,439,406,418,13
2759,275,86,156,448,467,20
2760,276,85,355,0,4,5
2761,276,74,603,34,56,23
2762,276,128,656,86,115,30
2763,276,139,507,145,158,14
2764,276,101,692,188,198,11
2765,276,151,79,228,267,40
2766,276,37,32,297,306,10
2767,276,20,103,336,339,4
2768,276,14,554,369,397,29
2769,276,121,644,427,437,11
2770,277,138,407,0,13,14
2771,277,85,325,43,51,9
2772,277,70,369,81,98,18
2773,277,75,206,128,147,20
2774,277,31,211,177,192,16
2775,277,27,339,222,236,15
2776,277,61,655,266,285,20
2777,277,129,728,315,327,13
2778,277,151,21,357,403,47
2779,277,9,183,433,456,24
2780,278,133,394,0,14,15
2781,278,80,310,44,58,15
2782,278,50,385,88,95,8
2783,278,73,156,125,172,48
2784,278,25,13,202,217,16
2785,278,7,145,247,257,11
2786,278,35,40,287,297,11
2787,278,7,594,327,361,35
2788,278,132,118,391,423,33
2789,278,15,690,453,496,44
2790,279,144,407,0,30,31
2791,279,76,95,60,95,36
2792,279,17,239,125,130,6
2793,279,46,430,160,188,29
2794,279,89,155,218,235,18
2795,279,44,194,265,286,22
2796,279,48,485,316,344,29
2797,279,121,578,374,377,4
2798,279,129,285,407,421,15
2799,279,59,542,451,469,19
2800,280,76,101,0,20,21
2801,280,24,606,50,90,41
2802,280,135,650,120,138,19
2803,280,143,260,168,187,20
2804,280,59,121,217,235,19
2805,280,28,234,265,276,12
2806,280,50,216,306,325,20
2807,280,55,102,355,385,31
2808,280,10,352,415,434,20
2809,280,70,459,464,478,15
2810,281,7,346,0,25,26
2811,281,56,678,55,85,31
2812,281,146,346,115,140,26
2813,281,70,492,170,192,23
2814,281,91,370,222,227,6
2815,281,81,583,257,264,8
2816,281,124,485,294,311,18
2817,281,103,227,341,354,14
2818,281,71,479,384,390,7
2819,281,90,184,420,444,25
2820,282,72,697,0,17,18
2821,282,151,370,47,80,34
2822,282,81,119,110,128,19
2823,282,34,29,158,176,19
2824,282,14,674,206,235,30
2825,282,151,245,265,301,37
2826,282,53,353,331,354,24
2827,282,71,242,384,409,26
2828,282,47,200,439,469,31
2829,282,38,576,499,530,32
2830,283,86,285,0,11,12
2831,283,50,445,41,59,19
2832,283,83,245,89,111,23
2833,283,61,89,141,157,17
2834,283,32,539,187,208,22
2835,283,122,426,238,258,21
2836,283,89,228,288,295,8
2837,283,71,404,325,331,7
2838,283,90,162,361,383,23
2839,283,33,448,413,434,22
2840,284,105,656,0,26,27
2841,284,144,135,56,88,33
2842,284,32,430,118,138,21
2843,284,89,397,168,189,22
2844,284,80,333,219,225,7
2845,284,67,485,255,271,17
2846,284,103,289,301,317,17
2847,284,67,628,347,363,17
2848,284,129,733,393,398,6
2849,284,146,356,428,450,23
2850,285,74,161,0,11,12
2851,285,40,395,41,63,23
2852,285,92,685,93,106,14
2853,285,149,90,136,167,32
2854,285,33,200,197,202,6
